Clave Entidad,Entidad federativa,Clave Municipio ,Municipio,Total,Procedentes,Improcedentes,Otro,No especificado
16,Michoacán de Ocampo,026,Chinicuila,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,027,Chucándiro,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,028,Churintzio,   56,   56,   0,   0,   0
16,Michoacán de Ocampo,029,Churumuco,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,030,Ecuandureo,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,031,Epitacio Huerta,   130,   122,   8,   0,   0
16,Michoacán de Ocampo,032,Erongarícuaro,   140,   105,   35,   0,   0
16,Michoacán de Ocampo,033,Gabriel Zamora,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,034,Hidalgo,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,035,La Huacana,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,036,Huandacareo,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,037,Huaniqueo,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,038,Huetamo,   134,   112,   22,   0,   0
16,Michoacán de Ocampo,039,Huiramba,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,040,Indaparapeo,   188,   126,   62,   0,   0
16,Michoacán de Ocampo,041,Irimbo,   142,   130,   12,   0,   0
16,Michoacán de Ocampo,042,Ixtlán,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,043,Jacona,  9 000,  8 700,   300,   0,   0
16,Michoacán de Ocampo,044,Jiménez,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,045,Jiquilpan,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,046,Juárez,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,047,Jungapeo,  1 000,   500,   500,NA,   0
16,Michoacán de Ocampo,048,Lagunillas,  1 000,   500,   300,   200,   0
16,Michoacán de Ocampo,049,Madero,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,050,Maravatío,  2 871,  2 670,   185,   16,   0
16,Michoacán de Ocampo,051,Marcos Castellanos,   20,   3,   17,   0,   0
16,Michoacán de Ocampo,052,Lázaro Cárdenas,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,053,Morelia,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,054,Morelos,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,055,Múgica,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,056,Nahuatzen,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,057,Nocupétaro,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,058,Nuevo Parangaricutiro,   254,   189,   65,   0,   0
16,Michoacán de Ocampo,059,Nuevo Urecho,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,060,Numarán,   55,   55,   0,   0,   0
16,Michoacán de Ocampo,061,Ocampo,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,062,Pajacuarán,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,063,Panindícuaro,-,-,-,-,-
16,Michoacán de Ocampo,064,Parácuaro,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,065,Paracho,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,066,Pátzcuaro,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,067,Penjamillo,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,068,Peribán,-,-,-,-,-
16,Michoacán de Ocampo,069,La Piedad,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,070,Purépero,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,071,Puruándiro,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,072,Queréndaro,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,073,Quiroga,   0,   0,   0,   0,   0
16,Michoacán de Ocampo,074,Cojumatlán de Régules,   2,   2,   0,   0,   0
16,Michoacán de Ocampo,075,Los Reyes,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,076,Sahuayo,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,077,San Lucas,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,078,Santa Ana Maya,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,079,Salvador Escalante,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,080,Senguio,-,-,-,-,-
16,Michoacán de Ocampo,081,Susupuato,   100,   96,   0,   4,   0
16,Michoacán de Ocampo,082,Tacámbaro,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,083,Tancítaro,-,-,-,-,-
16,Michoacán de Ocampo,084,Tangamandapio,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,085,Tangancícuaro,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,086,Tanhuato,-,-,-,-,-
16,Michoacán de Ocampo,087,Taretan,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,088,Tarímbaro,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,089,Tepalcatepec,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,090,Tingambato,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,091,Tingüindín,   12,   8,   4,   0,   0
16,Michoacán de Ocampo,092,Tiquicheo de Nicolás Romero,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,093,Tlalpujahua,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,094,Tlazazalca,   10,   10,   0,   0,   0
16,Michoacán de Ocampo,095,Tocumbo,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,096,Tumbiscatío,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,097,Turicato,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,098,Tuxpan,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,099,Tuzantla,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,100,Tzintzuntzan,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,101,Tzitzio,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,102,Uruapan,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,103,Venustiano Carranza,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,104,Villamar,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,105,Vista Hermosa,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,106,Yurécuaro,   50,   50,   0,   0,   0
16,Michoacán de Ocampo,107,Zacapu,-,-,-,-,-
16,Michoacán de Ocampo,108,Zamora,   252,   252,   0,   0,   0
16,Michoacán de Ocampo,109,Zináparo,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,110,Zinapécuaro,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,111,Ziracuaretiro,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,112,Zitácuaro,NA,NA,NA,NA,NA
16,Michoacán de Ocampo,113,José Sixto Verduzco,NA,NA,NA,NA,NA
17,Morelos,000,,  4 231,  1 689,  2 542,-,-
17,Morelos,001,Amacuzac,NA,NA,NA,NA,NA
17,Morelos,002,Atlatlahucan,NA,NA,NA,NA,NA
17,Morelos,003,Axochiapan,NA,NA,NA,NA,NA
17,Morelos,004,Ayala,NA,NA,NA,NA,NA
17,Morelos,005,Coatlán del Río,   17,   17,   0,   0,   0
17,Morelos,006,Cuautla,NA,NA,NA,NA,NA
17,Morelos,007,Cuernavaca,NA,NA,NA,NA,NA
17,Morelos,008,Emiliano Zapata,NA,NA,NA,NA,NA
17,Morelos,009,Huitzilac,NA,NA,NA,NA,NA
17,Morelos,010,Jantetelco,NA,NA,NA,NA,NA
17,Morelos,011,Jiutepec,NA,NA,NA,NA,NA
17,Morelos,012,Jojutla,NA,NA,NA,NA,NA
17,Morelos,013,Jonacatepec,NA,NA,NA,NA,NA
17,Morelos,014,Mazatepec,NA,NA,NA,NA,NA
17,Morelos,015,Miacatlán,NA,NA,NA,NA,NA
17,Morelos,016,Ocuituco,NA,NA,NA,NA,NA
17,Morelos,017,Puente de Ixtla,NA,NA,NA,NA,NA
17,Morelos,018,Temixco,-,-,-,-,-
17,Morelos,019,Tepalcingo,NA,NA,NA,NA,NA
17,Morelos,020,Tepoztlán,  1 095,   890,   205,   0,   0
17,Morelos,021,Tetecala,NA,NA,NA,NA,NA
17,Morelos,022,Tetela del Volcán,   10,   10,   0,   0,   0
17,Morelos,023,Tlalnepantla,NA,NA,NA,NA,NA
17,Morelos,024,Tlaltizapán de Zapata,  1 941,   256,  1 685,   0,   0
17,Morelos,025,Tlaquiltenango,   428,   176,   252,   0,   0
17,Morelos,026,Tlayacapan,-,-,-,-,-
17,Morelos,027,Totolapan,NA,NA,NA,NA,NA
17,Morelos,028,Xochitepec,NA,NA,NA,NA,NA
17,Morelos,029,Yautepec,NA,NA,NA,NA,NA
17,Morelos,030,Yecapixtla,NA,NA,NA,NA,NA
17,Morelos,031,Zacatepec,NA,NA,NA,NA,NA
17,Morelos,032,Zacualpan de Amilpas,NA,NA,NA,NA,NA
17,Morelos,033,Temoac,NA,NA,NA,NA,NA
17,Morelos,034,Coatetelco,   740,   340,   400,   0,   0
17,Morelos,035,Xoxocotla,NA,NA,NA,NA,NA
17,Morelos,036,Hueyapan,NA,NA,NA,NA,NA
18,Nayarit,000,,NA,NA,NA,NA,NA
18,Nayarit,001,Acaponeta,NA,NA,NA,NA,NA
18,Nayarit,002,Ahuacatlán,NA,NA,NA,NA,NA
18,Nayarit,003,Amatlán de Cañas,NA,NA,NA,NA,NA
18,Nayarit,004,Compostela,NA,NA,NA,NA,NA
18,Nayarit,005,Huajicori,NA,NA,NA,NA,NA
18,Nayarit,006,Ixtlán del Río,NA,NA,NA,NA,NA
18,Nayarit,007,Jala,NA,NA,NA,NA,NA
18,Nayarit,008,Xalisco,NA,NA,NA,NA,NA
18,Nayarit,009,Del Nayar,NA,NA,NA,NA,NA
18,Nayarit,010,Rosamorada,NA,NA,NA,NA,NA
18,Nayarit,011,Ruíz,NA,NA,NA,NA,NA
18,Nayarit,012,San Blas,NA,NA,NA,NA,NA
18,Nayarit,013,San Pedro Lagunillas,NA,NA,NA,NA,NA
18,Nayarit,014,Santa María del Oro,NA,NA,NA,NA,NA
18,Nayarit,015,Santiago Ixcuintla,NA,NA,NA,NA,NA
18,Nayarit,016,Tecuala,NA,NA,NA,NA,NA
18,Nayarit,017,Tepic,NA,NA,NA,NA,NA
18,Nayarit,018,Tuxpan,NA,NA,NA,NA,NA
18,Nayarit,019,La Yesca,NA,NA,NA,NA,NA
18,Nayarit,020,Bahía de Banderas,NA,NA,NA,NA,NA
19,Nuevo León,000,,  704 829,  516 225,  173 907,  14 697,-
19,Nuevo León,001,Abasolo,NA,NA,NA,NA,NA
19,Nuevo León,002,Agualeguas,ND,ND,ND,ND,ND
19,Nuevo León,003,Los Aldamas,NA,NA,NA,NA,NA
19,Nuevo León,004,Allende,-,-,-,-,-
19,Nuevo León,005,Anáhuac,ND,ND,ND,ND,ND
19,Nuevo León,006,Apodaca,  125 734,  52 041,  73 693,   0,   0
19,Nuevo León,007,Aramberri,NA,NA,NA,NA,NA
19,Nuevo León,008,Bustamante,NA,NA,NA,NA,NA
19,Nuevo León,009,Cadereyta Jiménez,  18 959,  17 891,  1 068,   0,   0
19,Nuevo León,010,El Carmen,-,-,-,-,-
19,Nuevo León,011,Cerralvo,NA,NA,NA,NA,NA
19,Nuevo León,012,Ciénega de Flores,NA,NA,NA,NA,NA
19,Nuevo León,013,China,NA,NA,NA,NA,NA
19,Nuevo León,014,Doctor Arroyo,  2 950,  2 950,   0,   0,   0
19,Nuevo León,015,Doctor Coss,NA,NA,NA,NA,NA
19,Nuevo León,016,Doctor González,NA,NA,NA,NA,NA
19,Nuevo León,017,Galeana,NA,NA,NA,NA,NA
19,Nuevo León,018,García,  67 400,  55 017,  12 383,   0,   0
19,Nuevo León,019,San Pedro Garza García,  20 215,  18 215,  2 000,   0,   0
19,Nuevo León,020,General Bravo,-,-,-,-,-
19,Nuevo León,021,General Escobedo,  98 500,  98 400,   100,   0,   0
19,Nuevo León,022,General Terán,NA,NA,NA,NA,NA
19,Nuevo León,023,General Treviño,ND,ND,ND,ND,ND
19,Nuevo León,024,General Zaragoza,NA,NA,NA,NA,NA
19,Nuevo León,025,General Zuazua,NA,NA,NA,NA,NA
19,Nuevo León,026,Guadalupe,  138 970,  66 354,  72 616,   0,   0
19,Nuevo León,027,Los Herreras,NA,NA,NA,NA,NA
19,Nuevo León,028,Higueras,NA,NA,NA,NA,NA
19,Nuevo León,029,Hualahuises,NA,NA,NA,NA,NA
19,Nuevo León,030,Iturbide,   198,   198,   0,   0,   0
19,Nuevo León,031,Juárez,  124 579,  124 579,-,-,   0
19,Nuevo León,032,Lampazos de Naranjo,NA,NA,NA,NA,NA
19,Nuevo León,033,Linares,  7 947,  7 391,   556,   0,   0
19,Nuevo León,034,Marín,NA,NA,NA,NA,NA
19,Nuevo León,035,Melchor Ocampo,NA,NA,NA,NA,NA
19,Nuevo León,036,Mier y Noriega,NA,NA,NA,NA,NA
19,Nuevo León,037,Mina,NA,NA,NA,NA,NA
19,Nuevo León,038,Montemorelos,NA,NA,NA,NA,NA
19,Nuevo León,039,Monterrey,NA,NA,NA,NA,NA
19,Nuevo León,040,Parás,ND,ND,ND,ND,ND
19,Nuevo León,041,Pesquería,NA,NA,NA,NA,NA
19,Nuevo León,042,Los Ramones,NA,NA,NA,NA,NA
19,Nuevo León,043,Rayones,NA,NA,NA,NA,NA
19,Nuevo León,044,Sabinas Hidalgo,NA,NA,NA,NA,NA
19,Nuevo León,045,Salinas Victoria,-,-,-,-,-
19,Nuevo León,046,San Nicolás de los Garza,  45 893,  45 893,   0,   0,   0
19,Nuevo León,047,Hidalgo,NA,NA,NA,NA,NA
19,Nuevo León,048,Santa Catarina,  53 484,  27 296,  11 491,  14 697,   0
19,Nuevo León,049,Santiago,-,-,-,-,-
19,Nuevo León,050,Vallecillo,ND,ND,ND,ND,ND
19,Nuevo León,051,Villaldama,NA,NA,NA,NA,NA
20,Oaxaca,000,,  157 972,  142 496,  15 328,   60,   88
20,Oaxaca,001,Abejones,NA,NA,NA,NA,NA
20,Oaxaca,002,Acatlán de Pérez Figueroa,   49,   49,   0,   0,   0
20,Oaxaca,003,Asunción Cacalotepec,NA,NA,NA,NA,NA
20,Oaxaca,004,Asunción Cuyotepeji,NA,NA,NA,NA,NA
20,Oaxaca,005,Asunción Ixtaltepec,   53,   53,   0,   0,   0
20,Oaxaca,006,Asunción Nochixtlán,NA,NA,NA,NA,NA
20,Oaxaca,007,Asunción Ocotlán,NA,NA,NA,NA,NA
20,Oaxaca,008,Asunción Tlacolulita,NA,NA,NA,NA,NA
20,Oaxaca,009,Ayotzintepec,NA,NA,NA,NA,NA
20,Oaxaca,010,El Barrio de la Soledad,NA,NA,NA,NA,NA
20,Oaxaca,011,Calihualá,NA,NA,NA,NA,NA
20,Oaxaca,012,Candelaria Loxicha,   4,   3,   1,   0,   0
20,Oaxaca,013,Ciénega de Zimatlán,NA,NA,NA,NA,NA
20,Oaxaca,014,Ciudad Ixtepec,NA,NA,NA,NA,NA
20,Oaxaca,015,Coatecas Altas,NA,NA,NA,NA,NA
20,Oaxaca,016,Coicoyán de las Flores,NA,NA,NA,NA,NA
20,Oaxaca,017,La Compañía,NA,NA,NA,NA,NA
20,Oaxaca,018,Concepción Buenavista,NA,NA,NA,NA,NA
20,Oaxaca,019,Concepción Pápalo,NA,NA,NA,NA,NA
20,Oaxaca,020,Constancia del Rosario,   5,   5,   0,   0,   0
20,Oaxaca,021,Cosolapa,NA,NA,NA,NA,NA
20,Oaxaca,022,Cosoltepec,NA,NA,NA,NA,NA
20,Oaxaca,023,Cuilápam de Guerrero,  1 500,  1 200,   300,   0,   0
20,Oaxaca,024,Cuyamecalco Villa de Zaragoza,NA,NA,NA,NA,NA
20,Oaxaca,025,Chahuites,   20,   20,   0,   0,   0
20,Oaxaca,026,Chalcatongo de Hidalgo,NA,NA,NA,NA,NA
20,Oaxaca,027,Chiquihuitlán de Benito Juárez,NA,NA,NA,NA,NA
20,Oaxaca,028,Heroica Ciudad de Ejutla de Crespo,NA,NA,NA,NA,NA
20,Oaxaca,029,Eloxochitlán de Flores Magón,NA,NA,NA,NA,NA
20,Oaxaca,030,El Espinal,   20,   20,   0,   0,   0
20,Oaxaca,031,Tamazulápam del Espíritu Santo,NA,NA,NA,NA,NA
20,Oaxaca,032,Fresnillo de Trujano,NA,NA,NA,NA,NA
20,Oaxaca,033,Guadalupe Etla,   32,   32,   0,   0,   0
20,Oaxaca,034,Guadalupe de Ramírez,NA,NA,NA,NA,NA
20,Oaxaca,035,Guelatao de Juárez,NA,NA,NA,NA,NA
20,Oaxaca,036,Guevea de Humboldt,NA,NA,NA,NA,NA
20,Oaxaca,037,Mesones Hidalgo,   2,   0,   2,   0,   0
20,Oaxaca,038,Villa Hidalgo,NA,NA,NA,NA,NA
20,Oaxaca,039,Heroica Ciudad de Huajuapan de León,NA,NA,NA,NA,NA
20,Oaxaca,040,Huautepec,NA,NA,NA,NA,NA
20,Oaxaca,041,Huautla de Jiménez,  3 379,  3 279,   100,   0,   0
20,Oaxaca,042,Ixtlán de Juárez,NA,NA,NA,NA,NA
20,Oaxaca,043,Heroica Ciudad de Juchitán de Zaragoza,  1 900,  1 670,   230,   0,   0
20,Oaxaca,044,Loma Bonita,  5 840,  3 796,  2 044,   0,   0
20,Oaxaca,045,Magdalena Apasco,  1 100,  1 000,   100,   0,   0
20,Oaxaca,046,Magdalena Jaltepec,NA,NA,NA,NA,NA
20,Oaxaca,047,Santa Magdalena Jicotlán,NA,NA,NA,NA,NA
20,Oaxaca,048,Magdalena Mixtepec,NA,NA,NA,NA,NA
20,Oaxaca,049,Magdalena Ocotlán,NA,NA,NA,NA,NA
20,Oaxaca,050,Magdalena Peñasco,NA,NA,NA,NA,NA
20,Oaxaca,051,Magdalena Teitipac,NA,NA,NA,NA,NA
20,Oaxaca,052,Magdalena Tequisistlán,NA,NA,NA,NA,NA
20,Oaxaca,053,Magdalena Tlacotepec,NA,NA,NA,NA,NA
20,Oaxaca,054,Magdalena Zahuatlán,NA,NA,NA,NA,NA
20,Oaxaca,055,Mariscala de Juárez,NA,NA,NA,NA,NA
20,Oaxaca,056,Mártires de Tacubaya,NA,NA,NA,NA,NA
20,Oaxaca,057,Matías Romero Avendaño,  14 600,  13 000,  1 600,   0,   0
20,Oaxaca,058,Mazatlán Villa de Flores,NA,NA,NA,NA,NA
20,Oaxaca,059,Miahuatlán de Porfirio Díaz,   27,   27,   0,   0,   0
20,Oaxaca,060,Mixistlán de la Reforma,NA,NA,NA,NA,NA
20,Oaxaca,061,Monjas,NA,NA,NA,NA,NA
20,Oaxaca,062,Natividad,NA,NA,NA,NA,NA
20,Oaxaca,063,Nazareno Etla,NA,NA,NA,NA,NA
20,Oaxaca,064,Nejapa de Madero,   3,   3,   0,   0,   0
20,Oaxaca,065,Ixpantepec Nieves,NA,NA,NA,NA,NA
20,Oaxaca,066,Santiago Niltepec,   500,   500,   0,   0,   0
20,Oaxaca,067,Oaxaca de Juárez,  90 532,  90 532,   0,   0,   0
20,Oaxaca,068,Ocotlán de Morelos,   761,   480,   281,   0,   0
20,Oaxaca,069,La Pe,NA,NA,NA,NA,NA
20,Oaxaca,070,Pinotepa de Don Luis,NA,NA,NA,NA,NA
20,Oaxaca,071,Pluma Hidalgo,NA,NA,NA,NA,NA
20,Oaxaca,072,San José del Progreso,NA,NA,NA,NA,NA
20,Oaxaca,073,Putla Villa de Guerrero,NA,NA,NA,NA,NA
20,Oaxaca,074,Santa Catarina Quioquitani,NA,NA,NA,NA,NA
20,Oaxaca,075,Reforma de Pineda,NA,NA,NA,NA,NA
20,Oaxaca,076,La Reforma,NA,NA,NA,NA,NA
20,Oaxaca,077,Reyes Etla,   12,   9,   3,   0,   0
20,Oaxaca,078,Rojas de Cuauhtémoc,NA,NA,NA,NA,NA
20,Oaxaca,079,Salina Cruz,   215,   174,   41,   0,   0
20,Oaxaca,080,San Agustín Amatengo,NA,NA,NA,NA,NA
20,Oaxaca,081,San Agustín Atenango,NA,NA,NA,NA,NA
20,Oaxaca,082,San Agustín Chayuco,NA,NA,NA,NA,NA
20,Oaxaca,083,San Agustín de las Juntas,  1 040,   740,   300,   0,   0
20,Oaxaca,084,San Agustín Etla,NA,NA,NA,NA,NA
20,Oaxaca,085,San Agustín Loxicha,NA,NA,NA,NA,NA
20,Oaxaca,086,San Agustín Tlacotepec,NA,NA,NA,NA,NA
20,Oaxaca,087,San Agustín Yatareni,   50,   30,   20,   0,   0
20,Oaxaca,088,San Andrés Cabecera Nueva,NA,NA,NA,NA,NA
20,Oaxaca,089,San Andrés Dinicuiti,NA,NA,NA,NA,NA
20,Oaxaca,090,San Andrés Huaxpaltepec,NA,NA,NA,NA,NA
20,Oaxaca,091,San Andrés Huayápam,NA,NA,NA,NA,NA
20,Oaxaca,092,San Andrés Ixtlahuaca,NA,NA,NA,NA,NA
20,Oaxaca,093,San Andrés Lagunas,NA,NA,NA,NA,NA
20,Oaxaca,094,San Andrés Nuxiño,NA,NA,NA,NA,NA
20,Oaxaca,095,San Andrés Paxtlán,NA,NA,NA,NA,NA
20,Oaxaca,096,San Andrés Sinaxtla,NA,NA,NA,NA,NA
20,Oaxaca,097,San Andrés Solaga,NA,NA,NA,NA,NA
20,Oaxaca,098,San Andrés Teotilálpam,NA,NA,NA,NA,NA
20,Oaxaca,099,San Andrés Tepetlapa,NA,NA,NA,NA,NA
20,Oaxaca,100,San Andrés Yaá,NA,NA,NA,NA,NA
20,Oaxaca,101,San Andrés Zabache,NA,NA,NA,NA,NA
20,Oaxaca,102,San Andrés Zautla,   4,   4,-,-,   0
20,Oaxaca,103,San Antonino Castillo Velasco,   100,   50,   50,   0,   0
20,Oaxaca,104,San Antonino el Alto,NA,NA,NA,NA,NA
20,Oaxaca,105,San Antonino Monte Verde,NA,NA,NA,NA,NA
20,Oaxaca,106,San Antonio Acutla,NA,NA,NA,NA,NA
20,Oaxaca,107,San Antonio de la Cal,-,-,-,-,-
20,Oaxaca,108,San Antonio Huitepec,NA,NA,NA,NA,NA
20,Oaxaca,109,San Antonio Nanahuatípam,NA,NA,NA,NA,NA
20,Oaxaca,110,San Antonio Sinicahua,NA,NA,NA,NA,NA
20,Oaxaca,111,San Antonio Tepetlapa,NA,NA,NA,NA,NA
20,Oaxaca,112,San Baltazar Chichicápam,NA,NA,NA,NA,NA
20,Oaxaca,113,San Baltazar Loxicha,NA,NA,NA,NA,NA
20,Oaxaca,114,San Baltazar Yatzachi el Bajo,NA,NA,NA,NA,NA
20,Oaxaca,115,San Bartolo Coyotepec,-,-,-,-,-
20,Oaxaca,116,San Bartolomé Ayautla,NA,NA,NA,NA,NA
20,Oaxaca,117,San Bartolomé Loxicha,NA,NA,NA,NA,NA
20,Oaxaca,118,San Bartolomé Quialana,NA,NA,NA,NA,NA
20,Oaxaca,119,San Bartolomé Yucuañe,NA,NA,NA,NA,NA
20,Oaxaca,120,San Bartolomé Zoogocho,NA,NA,NA,NA,NA
20,Oaxaca,121,San Bartolo Soyaltepec,NA,NA,NA,NA,NA
20,Oaxaca,122,San Bartolo Yautepec,NA,NA,NA,NA,NA
20,Oaxaca,123,San Bernardo Mixtepec,NA,NA,NA,NA,NA
20,Oaxaca,124,San Blas Atempa,   22,   7,   15,   0,   0
20,Oaxaca,125,San Carlos Yautepec,NA,NA,NA,NA,NA
20,Oaxaca,126,San Cristóbal Amatlán,NA,NA,NA,NA,NA
20,Oaxaca,127,San Cristóbal Amoltepec,NA,NA,NA,NA,NA
20,Oaxaca,128,San Cristóbal Lachirioag,NA,NA,NA,NA,NA
20,Oaxaca,129,San Cristóbal Suchixtlahuaca,NA,NA,NA,NA,NA
20,Oaxaca,130,San Dionisio del Mar,NA,NA,NA,NA,NA
20,Oaxaca,131,San Dionisio Ocotepec,NA,NA,NA,NA,NA
20,Oaxaca,132,San Dionisio Ocotlán,NA,NA,NA,NA,NA
20,Oaxaca,133,San Esteban Atatlahuca,NA,NA,NA,NA,NA
20,Oaxaca,134,San Felipe Jalapa de Díaz,NA,NA,NA,NA,NA
20,Oaxaca,135,San Felipe Tejalápam,NA,NA,NA,NA,NA
20,Oaxaca,136,San Felipe Usila,NA,NA,NA,NA,NA
20,Oaxaca,137,San Francisco Cahuacuá,NA,NA,NA,NA,NA
20,Oaxaca,138,San Francisco Cajonos,NA,NA,NA,NA,NA
20,Oaxaca,139,San Francisco Chapulapa,NA,NA,NA,NA,NA
20,Oaxaca,140,San Francisco Chindúa,NA,NA,NA,NA,NA
20,Oaxaca,141,San Francisco del Mar,NA,NA,NA,NA,NA
20,Oaxaca,142,San Francisco Huehuetlán,NA,NA,NA,NA,NA
20,Oaxaca,143,San Francisco Ixhuatán,NA,NA,NA,NA,NA
20,Oaxaca,144,San Francisco Jaltepetongo,NA,NA,NA,NA,NA
20,Oaxaca,145,San Francisco Lachigoló,NA,NA,NA,NA,NA
20,Oaxaca,146,San Francisco Logueche,NA,NA,NA,NA,NA
20,Oaxaca,147,San Francisco Nuxaño,NA,NA,NA,NA,NA
20,Oaxaca,148,San Francisco Ozolotepec,NA,NA,NA,NA,NA
20,Oaxaca,149,San Francisco Sola,NA,NA,NA,NA,NA
20,Oaxaca,150,San Francisco Telixtlahuaca,NA,NA,NA,NA,NA
20,Oaxaca,151,San Francisco Teopan,NA,NA,NA,NA,NA
20,Oaxaca,152,San Francisco Tlapancingo,NA,NA,NA,NA,NA
20,Oaxaca,153,San Gabriel Mixtepec,NA,NA,NA,NA,NA
20,Oaxaca,154,San Ildefonso Amatlán,NA,NA,NA,NA,NA
20,Oaxaca,155,San Ildefonso Sola,NA,NA,NA,NA,NA
20,Oaxaca,156,San Ildefonso Villa Alta,NA,NA,NA,NA,NA
20,Oaxaca,157,San Jacinto Amilpas,-,-,-,   0,-
20,Oaxaca,158,San Jacinto Tlacotepec,NA,NA,NA,NA,NA
20,Oaxaca,159,San Jerónimo Coatlán,NA,NA,NA,NA,NA
20,Oaxaca,160,San Jerónimo Silacayoapilla,NA,NA,NA,NA,NA
20,Oaxaca,161,San Jerónimo Sosola,NA,NA,NA,NA,NA
20,Oaxaca,162,San Jerónimo Taviche,NA,NA,NA,NA,NA
20,Oaxaca,163,San Jerónimo Tecóatl,NA,NA,NA,NA,NA
20,Oaxaca,164,San Jorge Nuchita,NA,NA,NA,NA,NA
20,Oaxaca,165,San José Ayuquila,NA,NA,NA,NA,NA
20,Oaxaca,166,San José Chiltepec,NA,NA,NA,NA,NA
20,Oaxaca,167,San José del Peñasco,NA,NA,NA,NA,NA
20,Oaxaca,168,San José Estancia Grande,NA,NA,NA,NA,NA
20,Oaxaca,169,San José Independencia,NA,NA,NA,NA,NA
20,Oaxaca,170,San José Lachiguiri,NA,NA,NA,NA,NA
20,Oaxaca,171,San José Tenango,NA,NA,NA,NA,NA
20,Oaxaca,172,San Juan Achiutla,NA,NA,NA,NA,NA
20,Oaxaca,173,San Juan Atepec,NA,NA,NA,NA,NA
20,Oaxaca,174,Ánimas Trujano,NA,NA,NA,NA,NA
20,Oaxaca,175,San Juan Bautista Atatlahuca,NA,NA,NA,NA,NA
20,Oaxaca,176,San Juan Bautista Coixtlahuaca,NA,NA,NA,NA,NA
20,Oaxaca,177,San Juan Bautista Cuicatlán,NA,NA,NA,NA,NA
20,Oaxaca,178,San Juan Bautista Guelache,NA,NA,NA,NA,NA
20,Oaxaca,179,San Juan Bautista Jayacatlán,NA,NA,NA,NA,NA
20,Oaxaca,180,San Juan Bautista Lo de Soto,NA,NA,NA,NA,NA
20,Oaxaca,181,San Juan Bautista Suchitepec,NA,NA,NA,NA,NA
20,Oaxaca,182,San Juan Bautista Tlacoatzintepec,NA,NA,NA,NA,NA
